cpr,municipality,salary
1803825576,Aarhus,461099
1702726385,Viborg,515352
2207832863,Gentofte,500221
1304877927,Ballerup,395036
0101651110,Skive,594001
0211563466,Gladsaxe,698515
0408797351,Holstebro,481987
0110793510,Tønder,459572
1511699889,Aabenraa,583669
1103882887,Aarhus,395387
2209833310,København,365457
2601820804,København,413547
0405819623,Aalborg,508469
2912605257,Esbjerg,693817
2901918632,Køge,369633
1101787411,Fredensborg,475950
1006668626,Skanderborg,577586
0302645095,Aarhus,579814
0410681859,København,500762
1308863720,Halsnæs,383454
0702665753,Silkeborg,637621
0101828029,Aarhus,451062
2207915156,Rudersdal,329257
0603768144,Hjørring,462103
0211665463,Lyngby-Taarbæk,646514
1908721741,Furesø,521593
0709754835,Brøndby,558815
2203843292,Brønderslev,363815
1110891112,Herning,435552
2904929872,Næstved,350560
1301829049,Holbæk,382635
2802706093,Sønderborg,542489
1003667684,Brøndby,507378
0111730930,Lejre,492860
2306709539,Hillerød,553213
2009936673,Holstebro,326523
2806714902,København,466113
1606776885,Albertslund,466336
1405701327,Gentofte,610411
2404874928,Odder,379635
0212699445,Lolland,540342
1912698185,København,547075
2507862494,Brønderslev,342124
2006500900,København,704688
0812807789,Hedensted,431992
0309533706,Køge,737882
1305824765,København,379465
2402724020,Horsens,478761
0602963726,Ikast-Brande,279094
1809879578,Horsens,277093
0907814021,København,427218
2503643603,København,624324
3006853525,Esbjerg,382849
0301953118,Hjørring,273199
2608937018,Varde,315511
2408984563,Aalborg,262966
0705875987,Næstved,388192
0604740413,Egedal,504454
2405612225,Guldborgsund,663346
1701787488,Slagelse,435536
2505845366,Brønderslev,383631
2107916366,Viborg,331331
1312986862,Lolland,277982
1906716003,Jammerbugt,579682
0510947155,Solrød,349952
0106814478,Køge,388768
1801833433,Ballerup,401094
0902649672,Vejen,583803
1002624524,Odense,569722
1505910558,Holstebro,350575
0202799810,København,471449
2410661375,Silkeborg,588541
0409694489,Viborg,614572
0807795335,Odense,478918
2110865507,Middelfart,346565
1205834386,Gentofte,383268
2503835358,Aarhus,412955
2009854771,Lyngby-Taarbæk,435092
0609974781,Aarhus,345720
2501865810,Randers,391340
0104555773,Gladsaxe,662620
1202525324,Vejle,732710
1508842942,Faxe,411727
2802657804,København,597294
2702872582,Holstebro,321130
1604780449,Ballerup,501905
1604898598,Vordingborg,325442
0705883498,Hedensted,342514
2602642737,Esbjerg,606893
0606923800,København,350364
2402948690,Glostrup,329331
1006837718,Randers,389361
1703840302,Gentofte,420579
1001748957,Ærø,460355
2002897188,Odense,340921
2109936856,Odder,276113
2810921826,Høje-Taastrup,292625
0409674515,Herning,615743
2403716854,Esbjerg,510976
1709733468,Hjørring,490379
1301659517,Holbæk,580658
1912771973,Haderslev,511122
1903685973,Odense,600139
1904979678,Skanderborg,249330
1302948161,Lejre,282313
0805828339,Odense,441946
2310818844,København,443582
2605953377,Slagelse,268845
1402601091,Aalborg,689426
2510624916,Slagelse,607762
2707809269,Lyngby-Taarbæk,496905
0906669172,Odense,610158
0801662928,Esbjerg,580044
0904600232,Svendborg,649238
2802760017,Horsens,530082
1501542897,Aarhus,744201
2907568389,Jammerbugt,737143
2612795057,Holstebro,503119
1301780648,Randers,455192
1410595181,Viborg,666781
3112666736,Vejen,521528
0904867531,Herning,415383
1512527554,Gladsaxe,744709
1212610394,Lemvig,642579
2803751088,Odense,474647
2109702792,Viborg,537401
1011669255,Vejle,543962
0901613259,Kalundborg,626133
2205933160,Ikast-Brande,298359
1801847578,Helsingør,366164
1603768689,Lyngby-Taarbæk,464715
0308998057,Thisted,250884
0710856555,Esbjerg,392762
1904808632,Aarhus,469206
2403639422,Haderslev,537661
2002871679,Roskilde,346745
0212963153,Fredericia,274006
0611894302,København,318325
0603960370,Silkeborg,309745
2708916474,Glostrup,327061
2011791580,Holbæk,432848
2106706427,Frederiksberg,548320
2906682683,Aarhus,569792
1110930378,Nordfyns,332765
0603828494,Varde,382593
2207586178,Herning,666029
3004630974,Skive,634187
1508767021,Hvidovre,548857
2409683400,Svendborg,547220
2008644707,Esbjerg,691180
0501846947,København,428986
2312788713,Stevns,494820
0403840863,Rødovre,420587
1306780104,Nordfyns,472804
1705971963,Fredensborg,296523
1305949525,Vejle,278590
0705938949,København,340683
1312884190,Aalborg,315800
3110822916,København,388835
2310989354,Vesthimmerlands,246831
0304533564,Aarhus,679862
1105835114,Kalundborg,342857
0409711032,København,484032
0711580413,Odense,700217
1209945881,Aabenraa,299262
1310903145,Struer,370354
0202659408,Holstebro,607847
2705646702,Aalborg,576215
2407893542,Herning,337286
1810799876,Norddjurs,457688
2711534557,Frederiksberg,709857
1210550111,Esbjerg,704345
1005733333,København,578823
2604727560,Odense,521081
1506990500,København,198444
1012697273,Aarhus,581785
2201621204,Lyngby-Taarbæk,611939
1104737292,Middelfart,548562
0607779710,Solrød,500510
2406876592,Aabenraa,457935
1301964657,Odense,287539
2601863795,Aalborg,375943
1001817614,Ringsted,420095
2710773352,Langeland,454663
1806830869,Herning,447964
2203702395,Odense,567308
1809898849,Odense,374379
0501709795,København,627837
0807520128,Svendborg,774706
2003663769,Esbjerg,567288
0303847124,Silkeborg,372468
3009784597,København,492371
2210520569,Brøndby,709447
2109501305,Fredericia,743295
1907745714,Esbjerg,539359
0406729956,København,526218
1608937683,Gladsaxe,327016
1910755955,Favrskov,500648
0712543251,Herning,673534
1609701109,Næstved,522093
2406941828,Jammerbugt,285137
1911902362,Kolding,370928
1501918731,Aalborg,357447
1212836739,Tårnby,414840
2408530874,Nyborg,698596
1207957750,Faxe,252809
2305930326,København,301358
2909980329,Ringkøbing-Skjern,285045
2803833790,Furesø,438105
2802979163,København,229115
2807901486,Gribskov,334433
0909919097,Assens,310943
1803782181,København,469985
0909925694,Herning,318667
2809920422,Faaborg-Midtfyn,350820
2103798717,København,554100
1510602959,Hjørring,718476
1910959989,Esbjerg,281501
1109617114,Vejle,577860
2401826236,Silkeborg,413610
1003904802,Rødovre,348408
2303982944,Brønderslev,249936
1408957049,Gentofte,327751
0709698751,Esbjerg,569759
0302702958,Nyborg,529908
1907691581,Høje-Taastrup,586992
0809963850,Furesø,286414
3112970998,København,224908
1602796784,København,432144
2811804492,Frederiksberg,423317
0709831655,Albertslund,451089
2503787102,Odense,491335
0603882178,Kolding,321282
1709998507,København,293537
0309680865,Ishøj,587004
1702660823,Brønderslev,543325
0603908510,Guldborgsund,262582
0905949702,Viborg,287522
1208895556,Favrskov,408779
0105990081,Aabenraa,288124
2303656023,Frederikshavn,591504
0701941492,Fredericia,277016
1208592784,København,659281
2404670203,Gentofte,587178
0108912105,Herlev,330321
0706637712,Norddjurs,606522
2901573013,Horsens,693047
0912599736,Furesø,594023
1709913863,Aarhus,323552
1007733444,Norddjurs,494386
2106931201,Lejre,336684
2305873330,Holstebro,363725
2012714440,Aarhus,503312
0506543859,Slagelse,770742
1205679368,Odense,571463
0305992853,Tårnby,282846
2802693247,Vordingborg,600077
1011558890,Brønderslev,672388
2004737615,Roskilde,566917
3006572606,Norddjurs,655818
2205897394,Aarhus,277096
0111802773,Allerød,429385
1606688462,Lyngby-Taarbæk,511211
2210808456,Langeland,423893
3108631101,Norddjurs,644516
2501824839,Næstved,513367
0802904209,Næstved,369385
0910904626,Hillerød,303072
0510675535,Fredensborg,576761
3010960700,Ballerup,286685
1409779375,Hvidovre,489289
1403978020,Randers,287265
1805974391,Rødovre,330513
1009772215,Sønderborg,499283
2301915258,Faxe,349664
2905898186,Vordingborg,325208
1301988351,Lyngby-Taarbæk,279519
0101711828,Silkeborg,529932
1108741062,Svendborg,506040
2606557732,Aalborg,630750
1609685468,Køge,508493
0607765851,Bornholm,513854
0905977625,København,294514
1410797632,Aarhus,402154
2907859882,Odense,362374
1203641461,Holstebro,604246
0208584528,København,641517
0701856793,Middelfart,400901
1505880033,Skive,348551
2305675906,Rudersdal,548902
2512893898,Nyborg,280582
1709875134,Tårnby,368522
2208585321,Aarhus,717728
1309673901,Randers,595257
2003831613,Helsingør,464248
1501884770,Albertslund,358657
2506879687,Aarhus,409988
2412754038,Vejle,452597
1903828483,Herlev,493546
1506726907,Esbjerg,494200
2511959707,Sønderborg,319657
1302985803,Aalborg,334792
2802725531,Glostrup,594389
2305579409,København,709526
2708882630,Sønderborg,335602
2603929874,Egedal,362932
2701768559,Stevns,481672
1501786214,Vejle,474742
1001770940,Silkeborg,403705
1910755287,Egedal,464758
0111929041,Billund,387337
1501920281,Svendborg,348520
1212987439,Hvidovre,268030
0208676478,Odder,545916
0802634456,Ballerup,563672
1204698908,København,530826
2501784693,Faxe,428800
0803937304,København,294224
0106671739,Norddjurs,569017
0106732275,Vejen,519782
0608962661,Frederikshavn,294387
2708568194,Aarhus,705338
0607695953,Odense,585696
0412678898,Gentofte,586680
2501784198,Aalborg,449050
0501894098,Stevns,343396
2506777846,Hedensted,518713
1412737479,Gentofte,559134
2912877701,Billund,471878
1301556409,Aarhus,694814
0211741429,Frederikssund,534959
2704669780,Esbjerg,641972
2109659223,Allerød,595550
0110781356,København,453153
1112998126,Tønder,289507
0104958436,Brøndby,273540
3008732109,Aarhus,579649
0701800962,Næstved,480260
2911802010,Jammerbugt,391581
0503812130,Assens,450883
2308866360,København,366335
0509838894,Aarhus,367328
1612882717,Næstved,317735
1710859351,Aalborg,402008
1006662563,Herlev,618240
1702920727,Odsherred,357495
0205757638,København,494179
1510876182,Glostrup,393767
2408828761,Haderslev,504825
2301795271,Hjørring,484720
1304646284,Rudersdal,595807
0110757055,Sønderborg,536924
0808883622,Aabenraa,376779
2507790935,Bornholm,480461
0404720555,Guldborgsund,547977
1305929998,Aarhus,259237
0508730903,Herning,527787
1005894859,Billund,339825
0404844384,Aabenraa,389683
2708774146,Aarhus,521307
2207898893,Nyborg,360223
2202570909,Thisted,675565
0108669570,København,540243
0805655405,Odense,622337
1908729373,Kolding,489621
3010694899,Skive,557063
2508843941,Tårnby,495846
0209894205,Odense,410663
3001714349,Roskilde,567950
0901665840,Faaborg-Midtfyn,531041
1505625760,Roskilde,582887
2006682524,København,474860
0807806335,Helsingør,444620
1211921789,Egedal,359568
0801840602,Slagelse,315882
1204953253,Aarhus,292504
0304944929,Esbjerg,345720
3012844890,Sønderborg,436953
2304933219,Odense,349562
1204764037,Viborg,530335
0112934645,Varde,381833
1110881231,Roskilde,334031
2206818609,Aabenraa,476855
2111861636,Vesthimmerlands,394274
1708920579,Horsens,405567
0705889893,Horsens,304562
1203785319,Odense,457162
0401740103,København,537505
1906760365,Esbjerg,512942
0708567878,Aarhus,718057
2605729792,Aarhus,482485
0506663936,Gentofte,524462
0803858419,Frederiksberg,429691
1303669223,København,647246
2507676851,Frederikshavn,605584
0301887664,København,336819
0708872343,Nyborg,410468
2501892130,Jammerbugt,262258
2411589595,Herlev,649502
0209830604,Allerød,412563
3103851458,Sønderborg,387144
0804851157,Holbæk,458755
0511977732,Aalborg,281404
1003875709,Fredericia,410015
0304654095,Skanderborg,608810
2505822414,Esbjerg,370350
1411722742,Viborg,562402
2409886374,Faaborg-Midtfyn,361861
1305810900,Hvidovre,406961
1206790485,Kolding,448257
1904771910,København,420392
1103638896,Hvidovre,559250
0610723919,Brønderslev,551313
0811695248,Lolland,540712
0504543083,Aabenraa,669928
0103742922,Norddjurs,460267
1610552373,Randers,676891
1410986628,Haderslev,248039
1212866201,Vordingborg,480263
1809910449,Herning,354288
1405653672,Vejle,535434
2110922854,Holstebro,309320
1810813875,Faaborg-Midtfyn,458015
0909925631,Herlev,330648
2607919710,Roskilde,325396
1805910349,Gladsaxe,352417
2804617082,Gladsaxe,606063
2907850213,Gladsaxe,425766
0411631891,Mariagerfjord,673205
2711882593,Herlev,343255
0201547115,Haderslev,710236
1308914094,København,289797
0305562829,København,676901
0607755127,Gentofte,535265
1003610585,Herlev,596534
1412811206,Slagelse,436141
2504542895,Aarhus,734392
0710795731,Favrskov,391031
0907702811,Lolland,578733
1706868389,Holstebro,467638
0304775683,Sønderborg,488573
0912673448,Aarhus,626801
1212810646,Vordingborg,408562
2606762865,Mariagerfjord,500706
2102939831,Køge,328304
1011796978,Aarhus,451499
0305978523,Slagelse,247045
1412557304,Faaborg-Midtfyn,663992
2606826299,Skanderborg,354973
2510754578,Guldborgsund,502361
3112765228,Aabenraa,488526
0710916747,Kolding,324832
1804842612,Skive,365179
2712773374,Brøndby,438125
1812870095,København,389049
0712610322,Vejle,612612
1204697254,Næstved,549122
1403576692,København,652098
2802703797,Morsø,567470
0801520621,Hedensted,705036
1903808646,Frederiksberg,385971
0212516163,Brøndby,751622
2307741951,Thisted,526831
2311958954,Stevns,269800
2109566058,Rudersdal,621614
0406738413,Rudersdal,506638
0110901410,Aalborg,378946
1710894224,København,362461
0107683827,København,597268
0110953573,Kolding,284290
3011705298,Hørsholm,575864
0506964683,Tårnby,263520
2803859193,Assens,411702
1502881393,Kalundborg,453444
1810645592,Vejle,559058
2006840276,Ringkøbing-Skjern,371526
0102614669,Herning,687757
0102965324,Herning,311863
3101863806,Aarhus,345412
0911718968,Aalborg,474018
1003949267,Ballerup,356747
1911802872,København,420566
0904744253,København,499730
2407853282,Aarhus,395108
2105768140,Greve,489773
2910622968,Middelfart,593421
2005827371,Vejle,432128
1409991314,København,231444
1510724656,Hedensted,502087
3107974745,Aarhus,251070
1107842325,Aarhus,406039
0306769889,Aarhus,515350
2302737874,Struer,515158
1401756282,Aalborg,493759
0910848583,Aalborg,413331
2303638173,Aarhus,646335
0607949606,Næstved,317318
0312655265,Aalborg,583904
1603707618,Skive,548628
2508598496,Odense,670336
2903809342,Tønder,437748
1701817886,Langeland,452979
2407516613,Middelfart,756678
2504933087,Herning,337687
2012705318,København,505141
1904838361,Middelfart,432311
1908825714,Herning,379381
2403828909,Frederiksberg,397635
1112617512,Jammerbugt,652631
0109882282,Vejle,361854
1508750381,Rødovre,472431
2705884069,Køge,384872
1210583242,Jammerbugt,693732
1803892958,Middelfart,328271
0212511378,Dragør,698239
2004945094,Gentofte,320920
1204623956,Slagelse,607148
3010962983,Høje-Taastrup,326848
0512991026,Nordfyns,269070
0312962728,Gentofte,257523
2007982078,København,281739
1609950125,Aalborg,339871
2802642666,Faaborg-Midtfyn,542176
0304890192,Gladsaxe,391056
2901674748,Høje-Taastrup,507997
3010691402,Ikast-Brande,512963
1707563285,København,695465
2907630965,Aabenraa,643739
1712677817,Silkeborg,621892
3008844295,Ikast-Brande,423101
0911658076,Randers,553194
0502558051,København,660567
1901909435,København,341895
3003722787,Allerød,542402
0603732195,Helsingør,548220
0101840286,Aarhus,371751
0508668810,Roskilde,532187
2610848874,Faxe,420856
1309731382,Hvidovre,502739
0108971479,Holbæk,359070
2906676498,Odense,636904
2606702703,Aalborg,527279
2903870185,Næstved,406388
0109529209,Jammerbugt,730309
0402795208,Slagelse,439487
0508591501,Herlev,660097
1201747424,København,457243
2111933181,Hjørring,305037
0111810324,Herning,392260
0810726628,Ringkøbing-Skjern,515669
3103731213,Guldborgsund,545465
2106832579,Mariagerfjord,488953
0311817282,Herning,445940
2001645101,Solrød,650283
2309860417,Greve,414127
1905795644,Hedensted,381581
0109734360,Thisted,456167
2903565789,Odense,676263
0506792808,Tønder,478657
1805589386,Ringkøbing-Skjern,673341
2510824122,Norddjurs,355856
2505721470,Esbjerg,479788
1602846114,Vallensbæk,437495
2802779652,Struer,487701
2405966004,Skanderborg,272875
2612718026,Aabenraa,528617
1108952683,Esbjerg,342944
2410983627,Frederikssund,315313
0502826150,Frederiksberg,404443
0211895750,Vesthimmerlands,322086
2112927632,Aarhus,352927
0505816921,Aalborg,426416
1802822379,Skive,411363
0505655503,Viborg,622215
3004910973,Albertslund,362311
0803955103,Favrskov,271922
0803858815,Faxe,429872
3112971853,Frederiksberg,210803
1204900208,Thisted,324193
1710967703,Furesø,356846
1601887747,Gentofte,406786
0708834978,Syddjurs,414295
2008810422,Sønderborg,389302
1203854549,København,382646
1103886431,Aarhus,400930
2201955972,Kolding,284888
2502970761,Lolland,297840
0402752342,Halsnæs,448170
1403869777,Horsens,391930
2212753938,Viborg,527949
2801829406,Rebild,441810
2109759693,Roskilde,539600
2706679810,Silkeborg,604299
0606870112,Aarhus,365878
1612984772,Fredensborg,300443
1904702982,Ringkøbing-Skjern,538819
1810815375,Aabenraa,472781
0205820596,Kerteminde,415749
1309961856,København,286945
3101941054,Kalundborg,339970
1104963771,Aarhus,273606
3001963572,Kalundborg,316889
0705516542,Køge,730701
2903877661,Helsingør,440779
2401911012,Hørsholm,293281
1505722668,Struer,442898
2708732420,København,534654
0803847353,Billund,433891
2201993517,Rebild,287073
2703918261,Svendborg,352693
2811853412,Svendborg,409305
0811598541,Syddjurs,636896
0408651838,Ringkøbing-Skjern,608848
1006556095,København,705631
1607686351,Vejen,524117
1911829899,Stevns,516768
0405960592,Ballerup,280028
2612805845,Vejle,418333
2203809443,Rødovre,516205
1107925698,Vejle,343630
2807968907,Høje-Taastrup,266653
0912959294,Nordfyns,230769
1703986819,Brønderslev,306825
0309711575,Norddjurs,504525
0707904766,Lolland,305776
2607929768,Hedensted,289207
2305659103,Vejle,604572
1703798168,Favrskov,423398
0903669546,Middelfart,598740
0209653368,Stevns,573999
1206866558,Gribskov,338903
2409787217,Aarhus,466927
0805652934,Fredensborg,563041
1602795206,Esbjerg,433651
1811707375,Aalborg,634031
3001803504,København,395653
0208849525,Rødovre,401143
0409809080,Aalborg,468817
0403990815,Holstebro,270737
1505789326,Odsherred,421320
1902775303,Skive,470780
1005815651,Randers,434907
0908866561,Vejle,372847
1811738724,Brøndby,486686
1409667903,Norddjurs,610264
2210784649,København,463156
2011725835,Lolland,480703
2008790662,København,440755
0610999731,Esbjerg,275253
2309900648,Guldborgsund,336304
0808921141,Randers,385398
2906779089,Egedal,491914
1109672767,Hvidovre,543559
1207742954,Slagelse,522077
1509793019,Næstved,466663
0106782161,København,441890
0308797987,Slagelse,471187
0606955562,Varde,241795
1112703994,Esbjerg,487546
0403980069,Vordingborg,322695
0610595145,Vesthimmerlands,684107
0507763551,Viborg,476233
1309888506,København,338635
1404819536,Esbjerg,375486
1012850228,Rudersdal,400043
1602861975,København,369913
1709842735,Guldborgsund,420571
2401738880,Assens,497963
1009733311,Sønderborg,490950
0111730126,Furesø,536660
1205775046,Aarhus,517521
1112862490,Roskilde,418106
3103995766,Tårnby,224497
1406825265,Gentofte,458683
2502986779,Jammerbugt,342677
1103682734,Guldborgsund,507436
1804603410,Bornholm,584015
2512899843,Frederiksberg,376560
1011610827,Middelfart,657119
2206760169,Horsens,487795
2205537703,Esbjerg,784365
3003805900,Assens,387072
2802506470,København,748718
2409616984,Roskilde,606367
2105609312,København,637064
2402843373,Greve,455187
0211609556,København,639560
2905606775,Esbjerg,568064
0106907047,Vejle,378962
2403712646,Holstebro,548238
2909687237,Billund,537015
2906844045,Frederiksberg,375371
2303848711,Frederiksberg,405617
0205997720,København,240021
0504919173,Roskilde,373550
2510930778,Hvidovre,300786
2601580348,Hedensted,682216
2310943738,Lyngby-Taarbæk,331951
2912895727,Faaborg-Midtfyn,375802
0201613561,Ærø,657907
0707811593,Kolding,442026
1103795640,København,473524
3006811548,Fredensborg,483971
3009822678,Holbæk,396796
1101671377,Vejen,608015
2604878475,Holstebro,408656
0209730376,Helsingør,449392
0606765992,Svendborg,506977
0909893515,Randers,373257
0601711304,København,549669
2305635241,Slagelse,620185
1408982489,Esbjerg,219525
0112672336,Herning,563418
0501908577,Skive,330824
0912720832,Ikast-Brande,489329
2203735799,Silkeborg,522122
3003829106,Slagelse,393014
0302673247,Herning,584137
1802654911,Allerød,591119
0311626424,Vejen,594135
1604887939,Tønder,389846
1909621785,Nordfyns,666709
0206866809,Kolding,435388
1601625899,Gentofte,654543
2009914679,Esbjerg,332525
0111831557,Ikast-Brande,479483
2608689407,Lyngby-Taarbæk,604258
1303788693,Fredericia,469999
1301972239,Aarhus,313600
1109808990,Horsens,430189
1912996242,Odense,235279
1808725338,Faaborg-Midtfyn,526594
2205988687,Solrød,323695
2611957857,Aarhus,320127
2412813753,Langeland,422184
0204879631,Odense,373074
2004773136,Aarhus,465411
1510819457,Aarhus,497441
1508850030,Herning,382372
1110618776,Hvidovre,621218
1211692037,Rebild,626791
0109764244,Aalborg,512242
1006848447,København,435198
2805598948,Solrød,641948
2901803818,København,388717
2606801532,København,432526
0401749756,Rudersdal,524020
1604749993,Stevns,483300
2611521161,Helsingør,644495
0704541505,Frederikshavn,737345
2802851105,Faxe,457761
0201734271,Horsens,509491
1901844178,Herlev,415128
1210971657,Ballerup,281872
0711802596,Aalborg,480861
2007856948,København,423149
1806885467,Mariagerfjord,375366
0310747856,Guldborgsund,482718
1710505584,Roskilde,717437
2402562760,Aalborg,710018
3006871993,Gentofte,353157
3105770088,København,482299
2503734729,Kolding,529653
1811975627,Horsens,298619
0309544599,Morsø,768111
1711891581,Helsingør,384938
1811601976,Frederiksberg,594684
2201714639,Rebild,531281
1909736686,Odder,505104
0403757858,København,461976
2501781170,Næstved,443746
0108788791,Tårnby,477332
1010649453,Silkeborg,601565
1202505840,Svendborg,735392
0811786867,Fredericia,511836
0611750972,Varde,530955
0911691438,Assens,551138
1109670759,Vejle,579044
1911962007,Aalborg,270961
3105608869,Esbjerg,645891
2304916876,Vejle,302444
1012913850,Bornholm,326454
1709952268,København,297487
0202566924,Vejle,635104
2303880147,Herning,389792
1112708851,Horsens,625378
1601678717,Brøndby,607912
0311817780,København,421098
2705860220,Thisted,396147
1802912670,Viborg,355464
1012896559,Aalborg,391731
2007725491,Aalborg,554862
0502737788,Billund,493774
1403922983,Esbjerg,290994
1312619477,Silkeborg,632741
0402728048,Høje-Taastrup,495382
0912547396,København,675541
2006753198,Hillerød,479485
2008917443,Aarhus,374748
1703682762,Lejre,576344
2204975333,Frederikssund,278892
0502886760,Rebild,368884
2208582024,Ringsted,681958
2010543539,Horsens,662551
2802818528,Gribskov,435021
2011843538,Favrskov,390289
2806681545,Hørsholm,612664
0802716059,Frederiksberg,510356
0909937045,Aalborg,366520
1601909868,Hjørring,288341
1805872471,Odense,406762
0207845410,Gladsaxe,451111
3108982830,Odense,268491
2401752466,Aarhus,540342
2903663296,Horsens,597458
2811971801,Aalborg,297499
1008987131,Roskilde,325236
1109815549,Helsingør,427639
1105722357,Vordingborg,530322
0208932413,Halsnæs,314726
2911765809,Aarhus,486429
2908595933,Hvidovre,640598
1705903646,Holstebro,339794
1908592057,Faxe,615725
2508889576,Aabenraa,360680
0509775274,Hvidovre,468334
0106833081,Slagelse,432710
2411755872,Frederikshavn,479405
1209937895,Esbjerg,291007
0211738603,Odense,515421
2008837749,Esbjerg,432587
0504962967,Thisted,273879
2811886817,Tårnby,447237
3108889570,Morsø,347999
1208677680,Vejle,518725
1405995496,Viborg,239295
1606918109,Hillerød,340529
2702734112,Guldborgsund,475206
3005972048,Hedensted,252327
0208903175,Gladsaxe,394304
2603883229,Silkeborg,352287
2608865013,Billund,408987
0310898048,Hjørring,360730
1405766373,Kolding,534051
1305688354,Næstved,529647
1409655930,Næstved,577661
0601697945,Viborg,603258
1708707976,Glostrup,532127
0607876274,Holbæk,377030
1902686329,Bornholm,565542
1110616290,Aalborg,701844
0512899542,Hillerød,332119
1404985043,Gladsaxe,303181
0103771612,København,447853
2802671541,Aarhus,553693
1812893098,København,325106
2309968309,Herning,314772
2210756705,Hedensted,561043
1512927989,Høje-Taastrup,371179
2508670652,Jammerbugt,568848
2702790483,Fredensborg,467457
0811972873,Ringkøbing-Skjern,347721
0701558576,Ringkøbing-Skjern,736801
1509821274,Bornholm,412719
1204837085,Gentofte,408729
2503796035,Kalundborg,493722
1203649845,Aarhus,636208
2412739030,Odense,477470
2412590510,Struer,549622
1108635477,Hvidovre,670551
0701821963,Favrskov,433328
0111518897,Nordfyns,692080
0301689255,Slagelse,561120
2812907246,Ballerup,365700
1309573546,Horsens,602738
1006768308,Nyborg,450361
1801875482,Ringkøbing-Skjern,328263
1310574413,Furesø,700242
0311937541,Aarhus,351340
2601893163,Fredericia,379482
1303737264,Guldborgsund,519575
2906843164,Gentofte,414894
2212788265,Favrskov,438136
2202844738,Gladsaxe,337331
0701703219,Herning,604202
2503928814,Haderslev,320159
1601730114,Vesthimmerlands,450275
0212892458,Køge,366327
2712841228,Rudersdal,424821
2508724560,Esbjerg,521553
0406865941,Nordfyns,430870
0401894719,Holbæk,368754
1702824423,København,434023
1009886784,Frederiksberg,358399
1105539191,Roskilde,748002
2409634167,Køge,672668
2712621303,Vesthimmerlands,640962
3112868506,Greve,378092
1705702082,Silkeborg,524486
2805526983,Aarhus,730599
2106993854,Esbjerg,309536
0806862448,Aalborg,361868
1706719482,Aarhus,496389
2504913267,Bornholm,329619
2010626101,Hillerød,675373
2002893539,Hillerød,375971
1603724721,Ringsted,538655
1212822993,Køge,433115
2802651025,København,613411
1110988496,Roskilde,254297
2706865508,København,323673
0909752074,Skanderborg,436607
1101806038,Esbjerg,392115
1103815975,Kerteminde,450832
1603765945,Aarhus,500463
1206982820,Aalborg,221910
3110587190,Brønderslev,611350
0803960054,Horsens,284554
0511898077,Aalborg,343606
0709931059,Odense,336824
3001986361,Skanderborg,276490
1610902975,Norddjurs,394925
1408720408,Faaborg-Midtfyn,509984
3004710661,København,540653
0712796205,København,438464
2812624130,Ikast-Brande,672239
0701738703,Odsherred,533766
0804683307,Odense,544940
2007751031,Aalborg,454090
0212786540,Tårnby,409774
3009688058,Næstved,538838
2410757885,Ikast-Brande,548989
2706882305,København,280721
2708776386,Vordingborg,472061
2612528307,Frederiksberg,755960
1308897176,Odder,356715
2309928251,Hjørring,322835
2411583052,Aarhus,688630
2004827088,Ringsted,451000
2901782225,Assens,443677
1701799402,Herning,404659
1203958491,Aarhus,299257
2901681044,Syddjurs,585012
1103897210,København,375609
2906907155,Rudersdal,348396
2802804349,Ishøj,425016
0611952803,Slagelse,268544
1804843448,Slagelse,416897
2603854893,Frederiksberg,410760
0706598179,Lyngby-Taarbæk,691618
2907868776,Aarhus,359207
0101974340,Aabenraa,295923
0509981721,Fredericia,249824
2209829853,Aarhus,489129
0508735224,Haderslev,501462
1511734900,Guldborgsund,543485
0509830007,Slagelse,445391
2802678782,Horsens,531827
0506911826,Odense,345198
0711566914,Viborg,730626
2810647885,Esbjerg,580292
1807784463,Hjørring,466893
1403685240,Esbjerg,547651
1810778211,Tårnby,503462
0903817072,Slagelse,414663
1704939921,Gladsaxe,323022
1207843481,København,444912
1009847757,Herning,412385
1509926149,Gentofte,365853
1807800535,Sønderborg,453536
0501768938,Frederiksberg,534911
2506823467,Egedal,468235
2407690863,Hjørring,562342
1503737503,Herning,544902
2004950249,Hørsholm,285986
0505681832,Høje-Taastrup,592170
1304772851,Horsens,517804
1801619817,Esbjerg,633429
0910806906,Jammerbugt,450588
1308706667,Aabenraa,504268
2102649470,Favrskov,647073
3101663083,Holstebro,535152
1710636167,Aarhus,667598
0809895965,Syddjurs,295498
1411914218,Vordingborg,310076
0111500707,Tønder,736670
2802820840,Aarhus,418450
2603726303,Esbjerg,523349
1907520140,Randers,661417
1001597291,Aarhus,702858
0311863715,Odense,426202
1208588893,Sønderborg,710905
0901993731,Vejen,264359
0202959442,København,286486
2207944646,Næstved,278820
3004818485,Aabenraa,466085
2811848608,Aarhus,378070
2710555879,Hjørring,676410
2704975539,Ballerup,300934
2209503602,Thisted,724770
0801964966,Brøndby,268553
3007969468,Odsherred,265525
2702917287,Aarhus,345010
0205577921,Odense,673535
0505996565,Stevns,277787
3009792064,Bornholm,451003
2306888276,København,364149
1910746245,Ærø,525649
2603703309,Vejen,572701
3009745488,Odder,515785
0807737099,Frederiksberg,500634
2006809999,Ballerup,355232
0602946787,Høje-Taastrup,319852
1010762221,Bornholm,468173
0102853477,Favrskov,385601
