cpr,height,weight,hair_len
2106706427,1.76,90,6.3
2906682683,1.73,95.7,2.5
1110930378,1.63,71.5,26.4
0603828494,1.65,69,32.6
2207586178,1.73,73.3,31.9
3004630974,1.53,65.2,35.1
1508767021,1.79,84.4,5.8
2409683400,1.62,70.6,33.5
2008644707,1.82,88.1,9.6
0501846947,1.93,90.5,4.5
2312788713,1.85,76.2,0
0403840863,1.63,83.5,7.5
1306780104,1.68,60.8,33.4
1705971963,1.94,82,8.6
1305949525,1.82,79.8,7.5
0705938949,1.9,79.6,0.6
1312884190,1.73,63.2,33.5
3110822916,1.66,66.7,23.3
2310989354,1.7,71.3,26.4
0304533564,1.79,61.3,37.4
1105835114,1.7,64.4,32.4
0409711032,1.56,74.1,25.6
0711580413,1.7,94.9,4.4
1209945881,1.9,87.8,4.5
1310903145,1.9,86.7,5.8
0202659408,1.68,63.1,32.3
2705646702,1.61,62.4,31.7
2407893542,1.86,63.1,50.8
1810799876,1.79,61.6,36
2711534557,1.79,91.8,7
1210550111,1.82,85.5,3.4
1005733333,1.92,87.1,2.5
2604727560,1.83,68.8,47.5
1506990500,1.74,72.3,23.9
1012697273,1.68,77.4,6.7
2201621204,1.52,63.2,31.4
1104737292,1.73,79.3,35.3
0607779710,1.86,67.1,32.4
2406876592,1.81,69.8,20.4
1301964657,1.89,82.2,9.1
2601863795,2.03,86.1,8
1001817614,1.9,71.8,32.7
2710773352,1.71,55.2,22.3
1806830869,1.79,86.6,4.9
2203702395,1.75,94.7,4.1
1809898849,1.84,76.8,0
0501709795,1.89,88.3,5.1
0807520128,1.63,69.7,47.5
2003663769,1.68,87.5,6.6
0303847124,1.63,69.9,25.4
3009784597,1.93,89,4.5
2210520569,1.85,80.9,5.4
2109501305,1.82,83.9,8.5
1907745714,1.82,71.5,38.2
0406729956,1.63,69.4,27.6
1608937683,1.85,86.3,5.7
1910755955,1.73,93.7,6.2
0712543251,1.86,86.3,4.1
1609701109,1.62,81.2,5.5
2406941828,1.8,70.5,24.9
1911902362,1.61,72,40.6
1501918731,1.75,88.2,0.3
1212836739,2.02,87.5,4.6
2408530874,1.58,68.5,31.1
1207957750,1.91,72.2,22.6
2305930326,1.73,62,28.1
2909980329,1.93,86.4,9.4
2803833790,1.53,72.3,39.2
2802979163,1.85,80,6.6
2807901486,1.75,64.7,27.2
0909919097,1.78,86.2,4.4
1803782181,2.01,79.5,5.7
0909925694,1.69,73.3,27.5
2809920422,1.66,76.1,26.7
2103798717,1.87,80.5,8.1
1510602959,1.8,81.6,2.6
1910959989,1.85,83.3,5.9
1109617114,1.54,72.2,41.9
2401826236,1.74,64.3,39.3
1003904802,1.61,71.6,43.2
2303982944,1.63,55.1,36.2
1408957049,1.68,88.4,6.9
0709698751,1.81,79.9,7.2
0302702958,1.65,67.3,22
1907691581,1.73,85.2,3.3
0809963850,1.63,71.5,35.4
3112970998,1.65,72.7,36.8
1602796784,1.72,74.3,33.9
2811804492,1.78,69.7,33.4
0709831655,1.9,87.5,6
2503787102,1.58,71.5,39.6
0603882178,1.75,75.5,25.9
1709998507,1.93,91.9,2.6
0309680865,1.8,88.1,8
1702660823,1.73,83.2,5.1
0603908510,1.75,70.1,37.6
0905949702,1.65,73.9,28
1208895556,1.61,66.1,36.2
0105990081,1.72,85.2,3.3
2303656023,1.96,86.2,2.5
0701941492,1.55,73.5,28.5
1208592784,1.59,67,21.8
2404670203,1.82,87.3,5.2
0108912105,1.91,92.9,2.4
0706637712,1.52,73.1,34.7
2901573013,1.85,90.1,5.3
0912599736,1.77,74,43.7
1709913863,1.89,80.5,3.3
1007733444,1.65,66.3,41.1
2106931201,1.72,88.1,4.8
2305873330,1.54,55.4,38.9
2012714440,1.6,61.3,48.3
0506543859,1.82,88.5,6.4
1205679368,1.67,72.4,35.5
0305992853,1.79,80.4,0.4
2802693247,1.9,80.6,8.1
1011558890,1.7,73.1,23.1
2004737615,1.79,80.2,7.6
3006572606,1.51,78.6,37
2205897394,1.6,65.5,43.5
0111802773,1.7,90.1,4.3
1606688462,1.7,69.9,41
2210808456,1.68,65.5,23.1
3108631101,1.86,86.5,5.7
2501824839,1.74,80.1,2.4
0802904209,1.82,94.1,2.2
0910904626,1.57,72.2,37.1
0510675535,1.76,88.9,4.1
3010960700,1.66,78.4,41.6
1409779375,1.86,88.8,2.5
1403978020,1.59,73.2,29.6
1805974391,1.77,81,1.2
1009772215,1.56,89.4,7.7
2301915258,1.72,72.3,25
2905898186,1.61,74.4,39.4
1301988351,1.8,86.6,6.2
0101711828,1.65,71.3,42.4
1108741062,1.68,65.9,25.9
2606557732,1.55,67.8,34.4
1609685468,1.74,68.5,34.7
0607765851,1.75,96.9,3.6
0905977625,1.82,82.7,3.6
1410797632,1.83,71.5,52.9
2907859882,1.71,72.1,42
1203641461,1.71,82.5,1.6
0208584528,1.5,66.2,20.5
0701856793,1.68,76.3,2.1
1505880033,2.01,77.3,2.5
2305675906,1.66,68,35.9
2512893898,1.55,63,35.2
1709875134,1.62,59.5,38.1
2208585321,1.93,85.6,7
1309673901,1.88,89.9,2.5
2003831613,1.82,79.7,8.4
1501884770,1.6,76.5,49
2506879687,1.71,88.2,2.8
2412754038,1.75,72.1,25.8
1903828483,1.87,89.4,1.6
1506726907,1.59,78.1,0.6
2511959707,1.75,87,5.9
1302985803,1.73,95.8,0.3
2802725531,1.84,78.2,3.6
2305579409,1.86,92.3,0.2
2708882630,1.79,71.4,46.1
2603929874,1.55,71.3,32.2
2701768559,1.87,92.5,5.2
1501786214,1.56,70.8,42.5
1001770940,1.64,70.2,44.9
1910755287,1.65,82.6,2.6
0111929041,1.85,86.1,3.3
1501920281,1.8,87.2,4.8
1212987439,1.89,81.7,6.3
0208676478,1.64,65.1,23.6
0802634456,1.65,63.1,29.8
1204698908,1.52,55.5,34.6
2501784693,1.68,83.6,1.1
0803937304,1.77,69.4,26.1
0106671739,1.8,81.7,10.4
0106732275,1.74,87.4,2.9
0608962661,1.84,88.7,0.5
2708568194,1.76,71.3,44.6
0607695953,1.85,84.4,5.5
0412678898,1.74,70.9,46.9
2501784198,1.59,68.9,34.8
0501894098,1.8,70.8,22.5
2506777846,1.51,74,30.1
1412737479,1.9,96.6,2
2912877701,1.87,80.2,5.5
1301556409,1.89,83.5,6.2
0211741429,1.77,75,2.2
2704669780,1.65,62.8,41.1
2109659223,1.88,84.7,0.2
0110781356,1.67,62.9,37.8
1112998126,1.74,61.1,27.6
0104958436,1.93,64,31.5
3008732109,1.85,82.3,4.1
0701800962,1.63,67.1,28.9
2911802010,1.63,72.8,41.5
0503812130,1.65,72.5,31.5
2308866360,1.64,78.8,37.4
0509838894,1.57,55,31.5
1612882717,1.95,81.5,3.2
1710859351,1.74,93.7,6.2
1006662563,1.84,82.5,6.2
1702920727,1.73,85,3.5
0205757638,1.6,67.8,36.9
1510876182,1.6,57.6,39.5
2408828761,1.83,88.5,0.6
2301795271,1.83,86,4.8
1304646284,1.64,64.9,31.6
0110757055,1.75,81.4,6.1
0808883622,1.69,63.9,40.9
2507790935,1.71,97.9,13.6
0404720555,1.89,88.5,5
1305929998,1.82,74.7,26.5
0508730903,1.74,87.6,6.4
1005894859,1.82,88.3,2.2
0404844384,1.62,70.4,36
2708774146,1.76,68.2,41.4
2207898893,1.84,83.1,6.4
2202570909,1.85,95.6,3.4
0108669570,1.69,63,36.7
0805655405,1.84,86.4,4.4
1908729373,1.74,83.1,2.2
3010694899,1.87,83,3
2508843941,1.92,87,2.1
0209894205,1.83,83.9,3.2
3001714349,1.77,92.5,6.9
0901665840,1.76,68.6,29.7
1505625760,1.81,67.4,29.3
2006682524,1.6,57.2,27.4
0807806335,1.77,74,5.4
1211921789,1.73,83.9,4.2
0801840602,1.62,70.9,47.8
1204953253,1.77,77.4,8
0304944929,1.78,78.1,1.4
3012844890,1.55,74.8,32
2304933219,1.77,92,0.2
1204764037,1.74,93.3,6.9
0112934645,1.72,86.7,6.7
1110881231,1.79,87.5,2
2206818609,1.88,94.8,12.1
2111861636,1.52,65.9,27.7
1708920579,1.84,80.2,2.9
0705889893,1.79,94.3,4.3
1203785319,1.83,84.3,4.5
0401740103,1.91,90.8,7.7
1906760365,1.79,90.3,3
0708567878,1.84,63,40
2605729792,1.61,64.5,35.9
0506663936,1.77,66.5,34.6
0803858419,2.02,79.8,0.2
1303669223,1.67,84.7,5.7
2507676851,1.84,83.7,6.5
0301887664,1.55,63.6,44.5
0708872343,1.73,92.5,3.1
2501892130,1.66,74.6,29.4
2411589595,1.74,83.8,0.3
0209830604,1.76,67.5,42.7
3103851458,1.87,76.6,37.2
0804851157,1.77,79.6,7.2
0511977732,1.58,72.2,37
1003875709,1.72,88.8,7.1
0304654095,1.65,91,0.8
2505822414,1.94,72.5,42.4
1411722742,1.53,66.6,33.6
2409886374,1.63,73.3,26.3
1305810900,1.6,73.8,33.5
1206790485,1.72,78.1,1.6
1904771910,1.59,70.9,37.5
1103638896,1.63,62.4,38.3
0610723919,1.9,95.2,4.1
0811695248,1.66,75.7,32.8
0504543083,1.92,77,7.6
0103742922,1.68,76.9,29.5
1610552373,1.83,89,4.7
1410986628,1.78,59.7,36.4
1212866201,1.86,89.2,1.2
1809910449,1.72,97.7,4.6
1405653672,1.61,63.1,33.1
2110922854,1.6,68.8,36.4
1810813875,1.71,89.7,4.4
0909925631,1.81,86.8,6.4
2607919710,1.78,67.1,46.4
1805910349,1.9,80.2,2.1
2804617082,1.69,63.3,38.7
2907850213,1.8,94.2,3.7
0411631891,1.94,87.3,5.7
2711882593,1.71,86.8,7.6
0201547115,1.83,88.4,2
1308914094,1.8,76.9,40.5
0305562829,1.85,82.2,11.2
0607755127,1.86,88.5,4.4
1003610585,1.75,77.5,7.8
1412811206,1.78,61.6,45.2
2504542895,1.73,94.7,3.6
0710795731,1.79,85.5,1.2
0907702811,1.72,80.3,7
1706868389,1.86,94.6,0.6
0304775683,1.72,83.9,5.1
0912673448,1.79,71.1,34.5
1212810646,1.7,63.1,36.4
2606762865,1.75,88.9,4.7
2102939831,1.82,84.4,9
1011796978,1.6,66.1,44.9
0305978523,1.78,93.9,10.6
1412557304,1.74,67.9,39
2606826299,1.87,85,8.1
2510754578,1.65,71.6,28.5
3112765228,1.62,75.1,20.3
0710916747,1.92,77.2,2.9
1804842612,1.57,65.5,28.3
2712773374,1.91,67,29
1812870095,1.88,84.6,2.1
0712610322,1.62,62.6,47.4
1204697254,1.64,65.3,38.7
1403576692,1.74,67.2,25.3
2802703797,1.74,76,2.6
0801520621,1.89,91.7,2.6
1903808646,1.68,72.1,40
0212516163,1.84,87,2.7
2307741951,1.9,99.3,0.6
2311958954,1.76,69.1,25.4
2109566058,1.74,69.2,29
0406738413,1.83,82.6,2.3
0110901410,1.67,66.7,24.8
1710894224,1.61,60.7,40.2
0107683827,1.74,94.2,4.1
0110953573,1.84,73.8,4.9
3011705298,1.6,71.2,39.8
0506964683,1.74,95.6,4.7
2803859193,1.84,86.2,5.6
1502881393,1.85,90.5,7.2
1810645592,1.73,68,39.1
2006840276,1.69,68.8,31.9
0102614669,1.66,85.8,4.3
0102965324,1.78,64.3,27.2
3101863806,1.67,65.7,25.1
0911718968,1.7,63.1,30.1
1003949267,1.88,91.2,6
1911802872,1.57,69.7,43.5
0904744253,1.87,90.9,5.9
2407853282,1.77,67.6,33.2
2105768140,1.7,61.5,34.1
2910622968,1.65,74.6,39.4
2005827371,1.68,87.5,2.3
1409991314,1.72,70.7,24.6
1510724656,1.58,75.7,44.9
3107974745,1.85,96.6,1.6
1107842325,1.81,84,2.9
0306769889,1.92,86.8,1.3
2302737874,1.59,73.9,43.2
1401756282,1.61,72.9,38.5
0910848583,1.86,90,5.4
2303638173,1.89,87,2.1
0607949606,1.64,69.5,27.3
0312655265,1.6,88.8,8.6
1603707618,1.57,68.4,40.8
2508598496,1.55,66.5,42.8
2903809342,1.5,73.4,35.3
1701817886,1.76,65.7,23.5
2407516613,1.8,89.2,5.8
2504933087,1.78,93.5,2.6
2012705318,1.71,72.2,24.8
1904838361,1.93,91.6,1.2
1908825714,1.75,64,34.9
2403828909,1.8,85.4,6.6
1112617512,1.6,65.6,42.5
0109882282,1.61,71.2,27.7
1508750381,1.86,82.6,2.9
2705884069,1.65,85.8,0.4
1210583242,1.59,67.7,41.3
1803892958,1.76,83.3,32.6
0212511378,1.65,71.5,48.2
2004945094,1.58,76.2,36.1
1204623956,1.75,63,48.5
3010962983,1.79,90.5,6.3
0512991026,1.72,70.9,24
0312962728,1.81,66.7,40.8
2007982078,1.55,69.7,44.1
1609950125,1.9,98.1,8.8
2802642666,1.72,62.4,34.7
0304890192,1.55,70.6,38.1
2901674748,1.65,69.3,30.5
3010691402,1.64,67.3,40.2
1707563285,1.68,83.7,8.4
2907630965,1.89,95,11.4
1712677817,1.93,84.6,4.4
3008844295,1.82,76.9,3.7
0911658076,1.55,61.8,40.4
0502558051,1.8,76.5,1.1
1901909435,1.9,82.2,11.9
3003722787,1.88,83,3.8
0603732195,1.73,93.5,6
0101840286,1.64,69.3,41.1
0508668810,1.8,65.2,40.4
2610848874,1.65,67.5,30.1
1309731382,1.6,76.7,28.5
0108971479,1.68,89.2,4.4
2906676498,1.86,69,37.4
2606702703,1.74,81.4,4.3
2903870185,1.99,83,3.8
0109529209,1.85,92.2,6.6
0402795208,1.59,66.9,41.2
0508591501,1.91,87.8,5.2
1201747424,1.52,61.9,33.5
2111933181,1.98,84.8,6.4
0111810324,1.79,73.8,42
0810726628,1.6,78.3,27.1
3103731213,1.89,77.2,5.9
2106832579,1.86,82.9,4.6
0311817282,1.79,66.6,41.1
2001645101,1.9,91,3.8
2309860417,1.85,87.1,4.6
1905795644,1.78,73.4,27.7
0109734360,1.74,67.6,29.2
2903565789,1.81,91.9,8.7
0506792808,1.56,67.3,33.1
1805589386,1.73,65.6,32.7
2510824122,1.63,73.7,46.9
2505721470,1.67,66.1,31.2
1602846114,1.71,70.3,29.2
2802779652,1.68,70.3,51.9
2405966004,1.63,66.9,30.6
2612718026,1.55,70.2,38.2
1108952683,1.85,87.9,1.2
2410983627,1.92,79.8,0.3
0502826150,1.75,67.8,26.5
0211895750,1.68,72.9,37.5
2112927632,1.54,69,50
0505816921,1.8,87.7,7.5
1802822379,1.89,81.1,7.2
0505655503,1.95,88.4,8.3
3004910973,1.77,91.1,7.8
0803955103,1.9,82,3.1
0803858815,1.63,81.6,3.6
3112971853,1.56,89.2,6.3
1204900208,1.66,72.5,39.7
1710967703,1.79,87.7,9.6
1601887747,1.91,83.8,2.5
0708834978,1.51,72,36.6
2008810422,1.52,72,21.8
1203854549,1.83,90.3,2.6
1103886431,1.79,100.5,4.4
2201955972,1.68,73.7,24.3
2502970761,1.85,84.6,3.6
0402752342,1.69,69.9,37.6
1403869777,1.82,81.9,2.1
2212753938,1.67,77,32
2801829406,1.66,69.1,26.7
2109759693,1.72,80.9,9.5
2706679810,1.77,63.6,27.7
0606870112,1.78,74.8,31.1
1612984772,1.77,69.4,26.7
1904702982,1.65,67.9,38.1
1810815375,1.64,95.4,5.6
0205820596,1.62,67.4,40.6
1309961856,1.92,71.1,38
3101941054,1.52,71.9,21.7
1104963771,1.83,85.2,4
3001963572,1.77,68.2,35.3
0705516542,1.8,68.1,46.9
2903877661,1.95,93.7,7.4
2401911012,1.52,67.6,30.7
1505722668,1.77,65,24.3
2708732420,1.67,69.6,33.8
0803847353,1.76,90.5,10.3
2201993517,1.86,78.7,4.9
2703918261,1.87,87.2,8.1
2811853412,1.51,66,39.6
0811598541,1.74,90.8,4.4
0408651838,1.61,69.4,27.1
1006556095,1.82,84.8,4.4
1607686351,1.83,88.8,1.8
1911829899,1.92,87.7,7.6
0405960592,1.77,79.1,28.9
2612805845,1.87,91.2,2.4
2203809443,1.69,86,5.5
1107925698,1.54,67.7,43.2
2807968907,1.91,78.9,7.5
0912959294,1.76,66.2,33.4
1703986819,1.74,87.1,6.1
0309711575,1.68,92,5.6
0707904766,1.56,61.9,56.3
2607929768,1.64,70.3,38.9
2305659103,1.77,85.4,2.3
1703798168,1.58,82,30.4
0903669546,1.71,67.7,28.8
0209653368,1.6,75,36.6
1206866558,1.58,58.1,27.1
2409787217,1.9,93,5.9
0805652934,1.66,69.1,27.3
1602795206,1.64,65.4,35
1811707375,1.85,87.1,5.2
3001803504,1.65,62.8,31.2
0208849525,1.86,83,0.9
0409809080,1.89,64.1,34.9
0403990815,1.75,87.7,2.3
1505789326,1.76,67.4,37.2
1902775303,1.83,90.9,8.4
1005815651,1.91,86.3,8.6
0908866561,1.88,84.2,5.7
1811738724,1.78,62.7,24
1409667903,1.8,81.1,3.6
2210784649,1.83,85.9,4.9
2011725835,1.77,78,4.5
2008790662,1.64,80.9,41.1
0610999731,1.78,89.3,3.7
2309900648,1.71,69.9,34.3
0808921141,1.82,84.3,3.7
2906779089,1.77,84.4,2.7
1109672767,1.8,93.9,7.3
1207742954,1.72,66.3,29.1
1509793019,1.89,101.7,7.9
0106782161,1.73,83.4,2
0308797987,1.67,88,4.3
0606955562,1.67,67.5,32.3
1112703994,1.58,66.9,27.7
0403980069,1.78,82.8,4.2
0610595145,1.78,86.1,2.5
0507763551,1.84,84.7,4.7
1309888506,1.51,67.8,31.3
1404819536,1.77,71,33.9
1012850228,1.57,69.5,28
1602861975,1.9,85.4,1.8
1709842735,1.85,82.3,1.6
2401738880,1.53,71.8,30.4
1009733311,1.92,89.4,3.1
0111730126,1.65,72.9,23.2
1205775046,1.69,64.7,27.6
1112862490,1.7,67.3,25.8
3103995766,1.65,68.3,49.3
1406825265,1.77,79.4,2.7
2502986779,1.81,90.3,3.7
1103682734,1.91,74,38.5
1804603410,1.78,63.4,37.2
2512899843,1.87,86.5,0.3
1011610827,1.76,84.7,5
2206760169,1.77,77.3,0.2
2205537703,1.99,81.6,0.2
3003805900,1.53,69.5,37.2
2802506470,1.78,73.4,19.8
2409616984,1.83,70.9,32.2
2105609312,1.81,76.2,36.5
2402843373,1.85,83.8,2.4
0211609556,1.76,65.8,40.8
2905606775,1.7,84.4,8.3
0106907047,1.86,86,8.6
2403712646,1.7,62.6,37.2
2909687237,1.78,83,3.7
2906844045,1.74,83.9,11
2303848711,1.97,85.1,3.7
0205997720,1.76,77.3,42.8
0504919173,1.88,78.2,7.6
2510930778,1.62,66.5,40.9
2601580348,1.85,61.9,36.8
2310943738,1.81,64.8,33.8
2912895727,1.89,88.5,4
0201613561,1.81,83,1.4
0707811593,1.8,78.3,1.3
1103795640,1.7,69.3,38.6
3006811548,1.75,67.6,35.5
3009822678,1.74,72.7,34.5
1101671377,1.82,89.7,4.5
2604878475,1.84,79.6,10.8
0209730376,1.68,72.8,32.7
0606765992,1.68,63.8,31.2
0909893515,1.87,98.8,1.7
0601711304,1.67,68.5,41.5
2305635241,1.62,93.5,9.8
1408982489,1.69,82.7,8.6
0112672336,1.53,75.2,38.8
0501908577,1.71,83.5,3.5
0912720832,1.88,68.5,39.1
2203735799,1.76,86.7,3.5
3003829106,1.58,74.9,36.4
0302673247,1.66,86.9,2.9
1802654911,1.83,91.9,7.3
0311626424,1.64,71.4,43.3
1604887939,1.87,88.4,7.2
1909621785,1.89,88.7,9.1
0206866809,1.85,80,4.2
1601625899,1.77,83.9,3.5
2009914679,1.96,80.2,5.6
0111831557,1.9,94.7,2.6
2608689407,1.9,89.3,4.6
1303788693,1.59,76.4,3.7
1301972239,1.8,81.8,4.4
1109808990,1.67,75.4,50.5
1912996242,1.6,60.4,41.5
1808725338,1.6,73.1,40.5
2205988687,1.79,89.1,7.5
2611957857,1.82,83.1,1.3
2412813753,1.78,92.7,11.1
0204879631,1.99,78.9,5.6
2004773136,1.67,77.1,36.6
1510819457,1.86,92.6,5.8
1508850030,1.71,63.2,26.5
1110618776,1.85,71.4,40.3
1211692037,1.7,82.2,7.5
0109764244,1.62,66.3,32.7
1006848447,1.81,83.2,5
2805598948,1.65,68.9,27.9
2901803818,1.57,66.7,34.3
2606801532,1.88,71.2,46
0401749756,1.81,77.1,34.8
1604749993,1.86,92.6,5.4
2611521161,1.82,90.1,7.3
0704541505,1.82,86.9,7.5
2802851105,1.78,95.4,5.2
0201734271,1.74,86.6,1.2
1901844178,1.76,67.7,25.8
1210971657,1.84,77.7,6.3
0711802596,1.59,65.5,34.4
2007856948,1.64,64.1,27.5
1806885467,1.71,96.5,2.5
0310747856,1.75,57.6,40.2
1710505584,1.77,71.5,35.7
2402562760,1.72,62.1,40.4
3006871993,1.78,94.5,6.5
3105770088,1.65,63,37.4
2503734729,1.82,90.4,3.1
1811975627,1.75,93.9,4.5
0309544599,1.9,87.3,3.8
1711891581,1.71,89.1,4.6
1811601976,1.7,66.9,25.9
2201714639,1.76,86.7,4.6
1909736686,1.64,72.6,37.9
0403757858,1.7,71.2,35.4
2501781170,1.57,74.2,39.9
0108788791,1.89,80.9,5.9
1010649453,1.74,88,8.8
1202505840,1.63,71.7,39.4
0811786867,1.8,81.8,4.6
0611750972,1.68,68.5,38.7
0911691438,1.71,68.6,34.4
1109670759,1.83,90.7,9.3
1911962007,1.86,92.7,2.2
3105608869,1.72,82.4,3.5
2304916876,1.82,68.2,36.6
1012913850,1.67,62.5,38.8
1709952268,1.85,69.2,33.1
0202566924,1.66,66.6,36
2303880147,1.92,86.3,9.2
1112708851,1.76,79.3,1.6
1601678717,1.9,81.9,4.5
0311817780,1.73,60.2,32.7
2705860220,1.64,72.4,34.2
1802912670,1.67,73.2,22.4
1012896559,1.77,80.2,7.1
2007725491,1.97,91.5,2.1
0502737788,1.68,64,33.3
1403922983,1.86,84.5,1.6
1312619477,1.88,86.9,5.2
0402728048,1.72,57.1,29.5
0912547396,1.51,70.1,33.8
2006753198,1.59,58.5,25.5
2008917443,1.91,98.3,10.1
1703682762,1.78,67.6,41.2
2204975333,1.84,86.3,5.4
0502886760,1.85,63.9,35.2
2208582024,1.72,68.6,40
2010543539,1.85,88.2,7.3
2802818528,1.81,73.3,40.2
2011843538,1.76,74.2,36
2806681545,1.78,78.5,6
0802716059,1.71,91.6,1.8
0909937045,1.98,94.2,5.7
1601909868,1.81,69.5,39.6
1805872471,1.95,90.8,5.4
0207845410,1.6,68.8,27.8
3108982830,1.69,59.2,40.5
2401752466,1.78,72.7,39.5
2903663296,1.59,79.2,26.4
2811971801,1.79,79.2,5
1008987131,1.66,85.9,7.1
1109815549,1.95,88.3,6.9
1105722357,1.86,79.9,3.5
0208932413,1.79,89.1,4.8
2911765809,1.82,82.6,7.3
2908595933,1.91,93.9,1.2
1705903646,1.52,73.2,44
1908592057,2,86.1,2.9
2508889576,1.65,59.6,31.2
0509775274,1.55,70.2,41.7
0106833081,2.01,85.9,3
2411755872,1.63,72,28.2
1209937895,1.69,94.3,6.4
0211738603,1.9,87,5.2
2008837749,1.7,79.3,7.6
0504962967,1.88,80.2,2.4
2811886817,1.7,84.1,4.7
3108889570,1.63,73,32.2
1208677680,1.66,64.1,32.5
1405995496,1.54,71.9,32.9
1606918109,1.91,83.8,4.5
2702734112,1.57,69.3,38.2
3005972048,1.74,72.8,44
0208903175,1.74,88.7,9.4
2603883229,1.86,87.3,3.9
2608865013,1.83,84.8,2.2
0310898048,1.7,66.1,25.9
1405766373,1.82,75.9,0.9
1305688354,1.62,71.4,33.1
1409655930,1.78,68.8,41.9
0601697945,1.71,88.7,3.2
1708707976,1.62,70,29.5
0607876274,1.63,65.5,33.8
1902686329,2.03,91.5,8
1110616290,1.63,64.4,34.8
0512899542,1.69,67.2,49.9
1404985043,1.89,90,5.8
0103771612,1.54,74.6,30.1
2802671541,1.82,81.5,7.3
1812893098,1.66,72.5,21.9
2309968309,1.92,87,10.6
2210756705,1.7,88.8,6.9
1512927989,1.84,87.8,8.7
2508670652,1.63,58.5,27.9
2702790483,1.61,89.2,7.4
0811972873,1.87,83.8,4.3
0701558576,1.8,76.8,30.4
1509821274,1.64,68.6,37.9
1204837085,1.71,95.4,4.6
2503796035,1.81,90.7,5.5
1203649845,1.72,79,7.8
2412739030,1.78,64.2,39.6
2412590510,1.72,71.3,31.8
1108635477,1.9,90.3,9.5
0701821963,1.93,95.2,1.1
0111518897,1.84,85.2,5
0301689255,1.66,94,6.1
2812907246,1.52,74.4,29.2
1309573546,1.74,74.9,42.5
1006768308,1.75,71.7,19.2
1801875482,1.77,70.1,32
1310574413,1.88,78.8,9.7
0311937541,1.86,82.9,0.5
2601893163,1.75,68.8,7.6
1303737264,1.69,76.5,32.9
2906843164,1.54,66.1,36.2
2212788265,1.75,88.9,2.3
2202844738,1.63,70.8,38.1
0701703219,1.66,85.6,8.1
2503928814,1.57,72.8,26.9
1601730114,1.82,59.8,31.3
0212892458,1.8,70.1,48.5
2712841228,1.63,69.7,28
2508724560,1.84,75.2,38.4
0406865941,1.8,88.2,4.5
0401894719,1.88,82,5.7
1702824423,1.94,76.6,4.5
1009886784,1.67,72.7,34.2
1105539191,1.69,81.8,7.8
2409634167,1.78,86.8,5.7
2712621303,1.73,87,6
3112868506,1.74,67.5,34
1705702082,1.83,65.4,33.2
2805526983,1.83,82.5,4.1
2106993854,1.71,75.5,24.9
0806862448,1.61,65.6,27.7
1706719482,1.76,75.3,36.6
2504913267,1.96,84.8,3.4
2010626101,1.93,85.2,1.5
2002893539,1.84,92.1,7.5
1603724721,1.81,79.3,2.6
1212822993,1.72,81.9,3.2
2802651025,2,86.2,7.3
1110988496,1.76,71.8,47.1
2706865508,1.66,64.6,36
0909752074,1.71,69.9,43
1101806038,1.7,65.6,42.1
1103815975,1.83,82.5,9.5
1603765945,1.81,90.3,5.1
1206982820,1.6,72.6,41.6
3110587190,1.76,69.1,35.5
0803960054,1.78,65.3,41.8
0511898077,2.03,79.9,0.8
0709931059,1.82,84.7,4.6
3001986361,1.88,83.5,1.8
1610902975,1.88,77.8,5.3
1408720408,1.66,73.8,37.7
3004710661,1.94,81.4,7.9
0712796205,1.79,85.7,1.6
2812624130,1.52,71.6,30.4
0701738703,1.67,84.8,1.8
0804683307,1.9,94.5,5.9
2007751031,1.72,86.4,2.8
0212786540,1.78,74,39.6
3009688058,1.58,73.1,38.6
2410757885,1.75,85,5.1
2706882305,1.83,90.1,1.7
2708776386,1.67,69.5,24.9
2612528307,1.78,82.6,2.2
1308897176,1.73,69.9,26.7
2309928251,1.82,98.8,2.3
2411583052,1.58,68.8,33.9
2004827088,1.74,66.1,38.8
2901782225,1.98,90.3,5.8
1701799402,1.75,73.5,30.7
1203958491,1.84,86,3.6
2901681044,1.53,69.7,33.8
1103897210,1.68,72.4,28
2906907155,1.74,77.8,4.3
2802804349,1.82,92.3,8.7
0611952803,1.65,83.6,3.1
1804843448,1.61,71.1,38.2
2603854893,1.95,92.8,4.2
0706598179,1.83,80.3,9.8
2907868776,1.55,63,14.7
0101974340,1.58,69.2,20.9
0509981721,1.65,90.4,9.8
2209829853,1.73,87.9,3.7
0508735224,1.61,62.2,49.8
1511734900,1.72,68.9,36.5
0509830007,1.8,84.2,6.2
2802678782,1.69,73.4,25.1
0506911826,1.74,58,11.3
0711566914,1.57,62.4,39.3
2810647885,1.98,84.8,3.8
1807784463,1.83,92.1,9.1
1403685240,1.56,74.8,46.2
1810778211,1.6,93.1,6.1
0903817072,1.52,68,37.5
1704939921,1.94,77.5,5.5
1207843481,1.95,83,5.7
1009847757,1.99,92.3,4.4
1509926149,1.91,94.7,4.5
1807800535,1.89,81,5.6
0501768938,1.7,83.7,38.7
2506823467,1.8,79.3,7.4
2407690863,1.64,87.1,2
1503737503,1.97,93.5,4
2004950249,1.73,76.9,3
0505681832,1.85,73.3,36.6
1304772851,1.8,95.8,4.8
1801619817,1.94,79.3,5.7
0910806906,1.87,70.2,42.2
1308706667,1.68,90.5,2.8
2102649470,1.72,72.5,32.7
3101663083,1.71,86.5,10.2
